date,agency_cd,site_no,CFS,status
2018-05-28,USGS,06043500,5720,A
2018-05-29,USGS,06043500,5800,A
2018-05-30,USGS,06043500,5650,A
2018-05-31,USGS,06043500,5310,A
2018-06-01,USGS,06043500,6040,A
2018-06-02,USGS,06043500,4760,A
2018-06-03,USGS,06043500,4260,A
2018-06-04,USGS,06043500,4440,A
2018-06-05,USGS,06043500,4780,A
2018-06-06,USGS,06043500,4570,A
2018-06-07,USGS,06043500,4480,A
2018-06-08,USGS,06043500,4430,A
2018-06-09,USGS,06043500,4250,A
2018-06-10,USGS,06043500,4110,A
2018-06-11,USGS,06043500,3380,A
2018-06-12,USGS,06043500,2850,A
2018-06-13,USGS,06043500,2570,A
2018-06-14,USGS,06043500,2650,A
2018-06-15,USGS,06043500,2610,A
2018-06-16,USGS,06043500,2550,A
2018-06-17,USGS,06043500,2610,A
2018-06-18,USGS,06043500,3280,A
2018-06-19,USGS,06043500,3100,A
2018-06-20,USGS,06043500,2850,A
2018-06-21,USGS,06043500,2690,A
2018-06-22,USGS,06043500,2750,A
2018-06-23,USGS,06043500,2760,A
2018-06-24,USGS,06043500,2540,A
2018-06-25,USGS,06043500,2360,A
2018-06-26,USGS,06043500,2380,A
2018-06-27,USGS,06043500,2280,A
2018-06-28,USGS,06043500,2160,A
2018-06-29,USGS,06043500,2340,A
2018-06-30,USGS,06043500,2060,A
2018-07-01,USGS,06043500,1890,A
2018-07-02,USGS,06043500,1820,A
2018-07-03,USGS,06043500,1800,A
2018-07-04,USGS,06043500,1650,A
2018-07-05,USGS,06043500,1560,A
2018-07-06,USGS,06043500,1530,A
2018-07-07,USGS,06043500,1510,A
2018-07-08,USGS,06043500,1480,A
2018-07-09,USGS,06043500,1420,A
2018-07-10,USGS,06043500,1410,A
2018-07-11,USGS,06043500,1360,A
2018-07-12,USGS,06043500,1290,A
2018-07-13,USGS,06043500,1230,A
2018-07-14,USGS,06043500,1170,A
2018-07-15,USGS,06043500,1130,A
2018-07-16,USGS,06043500,1100,A
2018-07-17,USGS,06043500,1070,A
2018-07-18,USGS,06043500,1050,A
2018-07-19,USGS,06043500,1000,A
2018-07-20,USGS,06043500,959,A
2018-07-21,USGS,06043500,928,A
2018-07-22,USGS,06043500,920,A
2018-07-23,USGS,06043500,883,A
2018-07-24,USGS,06043500,856,A
2018-07-25,USGS,06043500,855,A
2018-07-26,USGS,06043500,823,A
2018-07-27,USGS,06043500,802,A
2018-07-28,USGS,06043500,786,A
2018-07-29,USGS,06043500,769,A
2018-07-30,USGS,06043500,753,A
2018-07-31,USGS,06043500,736,A
2018-08-01,USGS,06043500,726,A
2018-08-02,USGS,06043500,730,A
2018-08-03,USGS,06043500,741,A
2018-08-04,USGS,06043500,741,A
2018-08-05,USGS,06043500,705,A
2018-08-06,USGS,06043500,699,A
2018-08-07,USGS,06043500,670,A
2018-08-08,USGS,06043500,652,A
2018-08-09,USGS,06043500,637,A
2018-08-10,USGS,06043500,623,A
2018-08-11,USGS,06043500,615,A
2018-08-12,USGS,06043500,609,A
2018-08-13,USGS,06043500,607,A
2018-08-14,USGS,06043500,599,A
2018-08-15,USGS,06043500,588,A
2018-08-16,USGS,06043500,578,A
2018-08-17,USGS,06043500,576,A
2018-08-18,USGS,06043500,579,A
2018-08-19,USGS,06043500,575,A
2018-08-20,USGS,06043500,585,A
2018-08-21,USGS,06043500,692,A
2018-08-22,USGS,06043500,602,A
2018-08-23,USGS,06043500,581,A
2018-08-24,USGS,06043500,563,A
2018-08-25,USGS,06043500,556,A
2018-08-26,USGS,06043500,551,A
2018-08-27,USGS,06043500,667,A
2018-08-28,USGS,06043500,629,A
2018-08-29,USGS,06043500,577,A
2018-08-30,USGS,06043500,553,A
2018-08-31,USGS,06043500,550,A
2018-09-01,USGS,06043500,537,A
2018-09-02,USGS,06043500,526,A
2018-09-03,USGS,06043500,517,A
2018-09-04,USGS,06043500,511,A
2018-09-05,USGS,06043500,506,A
2018-09-06,USGS,06043500,500,A
2018-09-07,USGS,06043500,497,A
2018-09-08,USGS,06043500,493,A
2018-09-09,USGS,06043500,492,A
2018-09-10,USGS,06043500,487,A
2018-09-11,USGS,06043500,481,A
2018-09-12,USGS,06043500,479,A
2018-09-13,USGS,06043500,486,A
2018-09-14,USGS,06043500,493,A
2018-09-15,USGS,06043500,480,A
2018-09-16,USGS,06043500,493,A
2018-09-17,USGS,06043500,476,A
2018-09-18,USGS,06043500,469,A
2018-09-19,USGS,06043500,468,A
2018-09-20,USGS,06043500,471,A
2018-09-21,USGS,06043500,466,A
2018-09-22,USGS,06043500,459,A
2018-09-23,USGS,06043500,459,A
2018-09-24,USGS,06043500,487,A
2018-09-25,USGS,06043500,479,A
2018-09-26,USGS,06043500,467,A
2018-09-27,USGS,06043500,462,A
2018-09-28,USGS,06043500,458,A
2018-09-29,USGS,06043500,456,A
2018-09-30,USGS,06043500,470,A
2018-10-01,USGS,06043500,512,A
2018-10-02,USGS,06043500,482,A
2018-10-03,USGS,06043500,471,A
2018-10-04,USGS,06043500,481,A
2018-10-05,USGS,06043500,586,A
2018-10-06,USGS,06043500,519,A
2018-10-07,USGS,06043500,515,A
2018-10-08,USGS,06043500,497,A
2018-10-09,USGS,06043500,487,A
2018-10-10,USGS,06043500,487,A
2018-10-11,USGS,06043500,480,A
2018-10-12,USGS,06043500,458,A
2018-10-13,USGS,06043500,485,A
2018-10-14,USGS,06043500,447,A
2018-10-15,USGS,06043500,424,A
2018-10-16,USGS,06043500,468,A
2018-10-17,USGS,06043500,466,A
2018-10-18,USGS,06043500,463,A
2018-10-19,USGS,06043500,458,A
2018-10-20,USGS,06043500,455,A
2018-10-21,USGS,06043500,461,A
2018-10-22,USGS,06043500,459,A
2018-10-23,USGS,06043500,457,A
2018-10-24,USGS,06043500,463,A
2018-10-25,USGS,06043500,461,A
2018-10-26,USGS,06043500,456,A
2018-10-27,USGS,06043500,504,A
2018-10-28,USGS,06043500,511,A
2018-10-29,USGS,06043500,509,A
2018-10-30,USGS,06043500,483,A
2018-10-31,USGS,06043500,451,A
2018-11-01,USGS,06043500,467,A
2018-11-02,USGS,06043500,496,A
2018-11-03,USGS,06043500,494,A
2018-11-04,USGS,06043500,480,A
2018-11-05,USGS,06043500,475,A
2018-11-06,USGS,06043500,465,A
2018-11-07,USGS,06043500,443,A
2018-11-08,USGS,06043500,428,A
2018-11-09,USGS,06043500,369,A
2018-11-10,USGS,06043500,446,A
2018-11-11,USGS,06043500,414,A
2018-11-12,USGS,06043500,365,A
2018-11-13,USGS,06043500,364,A
2018-11-14,USGS,06043500,399,A
2018-11-15,USGS,06043500,413,A
2018-11-16,USGS,06043500,429,A
2018-11-17,USGS,06043500,408,A
2018-11-18,USGS,06043500,362,A
2018-11-19,USGS,06043500,413,A
2018-11-20,USGS,06043500,396,A
2018-11-21,USGS,06043500,388,A
2018-11-22,USGS,06043500,404,A
2018-11-23,USGS,06043500,413,A
2018-11-24,USGS,06043500,418,A
2018-11-25,USGS,06043500,392,A
2018-11-26,USGS,06043500,371,A
2018-11-27,USGS,06043500,406,A
2018-11-28,USGS,06043500,407,A
2018-11-29,USGS,06043500,397,A
2018-11-30,USGS,06043500,375,A
2018-12-01,USGS,06043500,398,A
2018-12-02,USGS,06043500,343,A
2018-12-03,USGS,06043500,321,A
2018-12-04,USGS,06043500,346,A
2018-12-05,USGS,06043500,314,A
2018-12-06,USGS,06043500,276,A
2018-12-07,USGS,06043500,268,A
2018-12-08,USGS,06043500,316,A
2018-12-09,USGS,06043500,292,A
2018-12-10,USGS,06043500,323,A
2018-12-11,USGS,06043500,357,A
2018-12-12,USGS,06043500,360,A
2018-12-13,USGS,06043500,310,A
2018-12-14,USGS,06043500,299,A
2018-12-15,USGS,06043500,334,A
2018-12-16,USGS,06043500,325,A
2018-12-17,USGS,06043500,334,A:e
2018-12-18,USGS,06043500,379,A:e
2018-12-19,USGS,06043500,390,A:e
2018-12-20,USGS,06043500,348,A
2018-12-21,USGS,06043500,364,A
2018-12-22,USGS,06043500,342,A
2018-12-23,USGS,06043500,308,A
2018-12-24,USGS,06043500,333,A
2018-12-25,USGS,06043500,332,A
2018-12-26,USGS,06043500,343,A
2018-12-27,USGS,06043500,313,A
2018-12-28,USGS,06043500,316,A
2018-12-29,USGS,06043500,292,A
2018-12-30,USGS,06043500,297,A
2018-12-31,USGS,06043500,271,A
2019-01-01,USGS,06043500,231,A
2019-01-02,USGS,06043500,273,A
2019-01-03,USGS,06043500,284,A
2019-01-04,USGS,06043500,318,A
2019-01-05,USGS,06043500,330,A
2019-01-06,USGS,06043500,314,A
2019-01-07,USGS,06043500,311,A
2019-01-08,USGS,06043500,286,A
2019-01-09,USGS,06043500,294,A
2019-01-10,USGS,06043500,311,A
2019-01-11,USGS,06043500,310,A
2019-01-12,USGS,06043500,295,A
2019-01-13,USGS,06043500,276,A
2019-01-14,USGS,06043500,286,A
2019-01-15,USGS,06043500,295,A
2019-01-16,USGS,06043500,313,A
2019-01-17,USGS,06043500,335,A
2019-01-18,USGS,06043500,341,A
2019-01-19,USGS,06043500,335,A
2019-01-20,USGS,06043500,336,A
2019-01-21,USGS,06043500,346,A
2019-01-22,USGS,06043500,333,A
2019-01-23,USGS,06043500,324,A
2019-01-24,USGS,06043500,318,A
2019-01-25,USGS,06043500,318,A
2019-01-26,USGS,06043500,319,A
2019-01-27,USGS,06043500,324,A
2019-01-28,USGS,06043500,326,A
2019-01-29,USGS,06043500,287,A
2019-01-30,USGS,06043500,288,A
2019-01-31,USGS,06043500,311,A
2019-02-01,USGS,06043500,317,A
2019-02-02,USGS,06043500,334,A
2019-02-03,USGS,06043500,343,A
2019-02-04,USGS,06043500,314,A
2019-02-05,USGS,06043500,320,A
2019-02-06,USGS,06043500,323,A
2019-02-07,USGS,06043500,311,A
2019-02-08,USGS,06043500,316,A
2019-02-09,USGS,06043500,311,A
2019-02-10,USGS,06043500,319,A
2019-02-11,USGS,06043500,338,A
2019-02-12,USGS,06043500,332,A
2019-02-13,USGS,06043500,336,A
2019-02-14,USGS,06043500,319,A
2019-02-15,USGS,06043500,322,A
2019-02-16,USGS,06043500,316,A
2019-02-17,USGS,06043500,303,A
2019-02-18,USGS,06043500,285,A
2019-02-19,USGS,06043500,290,A
2019-02-20,USGS,06043500,313,A
2019-02-21,USGS,06043500,306,A
2019-02-22,USGS,06043500,301,A
2019-02-23,USGS,06043500,312,A
2019-02-24,USGS,06043500,320,A
2019-02-25,USGS,06043500,327,A
2019-02-26,USGS,06043500,332,A
2019-02-27,USGS,06043500,336,A
2019-02-28,USGS,06043500,344,A
2019-03-01,USGS,06043500,351,A
2019-03-02,USGS,06043500,332,A
2019-03-03,USGS,06043500,320,A
2019-03-04,USGS,06043500,320,A
2019-03-05,USGS,06043500,334,A
2019-03-06,USGS,06043500,338,A
2019-03-07,USGS,06043500,339,A
2019-03-08,USGS,06043500,334,A
2019-03-09,USGS,06043500,321,A
2019-03-10,USGS,06043500,306,A
2019-03-11,USGS,06043500,305,A
2019-03-12,USGS,06043500,312,A
2019-03-13,USGS,06043500,322,A
2019-03-14,USGS,06043500,324,A
2019-03-15,USGS,06043500,324,A
2019-03-16,USGS,06043500,322,A
2019-03-17,USGS,06043500,326,A
2019-03-18,USGS,06043500,332,A
2019-03-19,USGS,06043500,338,A
2019-03-20,USGS,06043500,346,A
2019-03-21,USGS,06043500,363,A
2019-03-22,USGS,06043500,374,A
2019-03-23,USGS,06043500,379,A
2019-03-24,USGS,06043500,385,A
2019-03-25,USGS,06043500,386,A
2019-03-26,USGS,06043500,388,A
2019-03-27,USGS,06043500,392,A
2019-03-28,USGS,06043500,390,A
2019-03-29,USGS,06043500,380,A
2019-03-30,USGS,06043500,361,A
2019-03-31,USGS,06043500,374,A
2019-04-01,USGS,06043500,390,A
2019-04-02,USGS,06043500,390,A
2019-04-03,USGS,06043500,400,A
2019-04-04,USGS,06043500,420,A
2019-04-05,USGS,06043500,448,A
2019-04-06,USGS,06043500,484,A
2019-04-07,USGS,06043500,480,A
2019-04-08,USGS,06043500,598,A
2019-04-09,USGS,06043500,807,A
2019-04-10,USGS,06043500,742,A
2019-04-11,USGS,06043500,609,A
2019-04-12,USGS,06043500,548,A
2019-04-13,USGS,06043500,509,A
2019-04-14,USGS,06043500,511,A
2019-04-15,USGS,06043500,505,A
2019-04-16,USGS,06043500,489,A
2019-04-17,USGS,06043500,482,A
2019-04-18,USGS,06043500,483,A
2019-04-19,USGS,06043500,596,A
2019-04-20,USGS,06043500,866,A
2019-04-21,USGS,06043500,1190,A
2019-04-22,USGS,06043500,1000,A
2019-04-23,USGS,06043500,1040,A
2019-04-24,USGS,06043500,1140,A
2019-04-25,USGS,06043500,1140,A
2019-04-26,USGS,06043500,1200,A
2019-04-27,USGS,06043500,1200,A
2019-04-28,USGS,06043500,1110,A
2019-04-29,USGS,06043500,965,A
2019-04-30,USGS,06043500,931,A
2019-05-01,USGS,06043500,842,A
2019-05-02,USGS,06043500,817,A
2019-05-03,USGS,06043500,765,A
2019-05-04,USGS,06043500,792,A
2019-05-05,USGS,06043500,831,A
2019-05-06,USGS,06043500,926,A
2019-05-07,USGS,06043500,1090,A
2019-05-08,USGS,06043500,1120,A
2019-05-09,USGS,06043500,1090,A
2019-05-10,USGS,06043500,1050,A
2019-05-11,USGS,06043500,1080,A
2019-05-12,USGS,06043500,1330,A
2019-05-13,USGS,06043500,1750,A
2019-05-14,USGS,06043500,2100,A
2019-05-15,USGS,06043500,2520,A
2019-05-16,USGS,06043500,2950,A
2019-05-17,USGS,06043500,3250,A
2019-05-18,USGS,06043500,2780,A
2019-05-19,USGS,06043500,2310,A
2019-05-20,USGS,06043500,2060,A
2019-05-21,USGS,06043500,1860,A
2019-05-22,USGS,06043500,1710,A
2019-05-23,USGS,06043500,1560,A
2019-05-24,USGS,06043500,1480,A
2019-05-25,USGS,06043500,1440,A
2019-05-26,USGS,06043500,1480,A
2019-05-27,USGS,06043500,1630,A
2019-05-28,USGS,06043500,1780,A
2019-05-29,USGS,06043500,2010,A
2019-05-30,USGS,06043500,2240,A
2019-05-31,USGS,06043500,2550,A
2019-06-01,USGS,06043500,2640,A
2019-06-02,USGS,06043500,2960,A
2019-06-03,USGS,06043500,3410,A
2019-06-04,USGS,06043500,3980,A
2019-06-05,USGS,06043500,4390,A
2019-06-06,USGS,06043500,4660,A
2019-06-07,USGS,06043500,5130,A
2019-06-08,USGS,06043500,4100,A
2019-06-09,USGS,06043500,3210,A
2019-06-10,USGS,06043500,2770,A
2019-06-11,USGS,06043500,2610,A
2019-06-12,USGS,06043500,2860,A
2019-06-13,USGS,06043500,3690,A
2019-06-14,USGS,06043500,3760,A
2019-06-15,USGS,06043500,3750,A
2019-06-16,USGS,06043500,3740,A
2019-06-17,USGS,06043500,3590,A
2019-06-18,USGS,06043500,3400,A
2019-06-19,USGS,06043500,3280,A
2019-06-20,USGS,06043500,3090,A
2019-06-21,USGS,06043500,2650,A
2019-06-22,USGS,06043500,2330,A
2019-06-23,USGS,06043500,2110,A
2019-06-24,USGS,06043500,2000,A
2019-06-25,USGS,06043500,1960,A
2019-06-26,USGS,06043500,1970,A
2019-06-27,USGS,06043500,2050,A
2019-06-28,USGS,06043500,2240,A
2019-06-29,USGS,06043500,2230,A
2019-06-30,USGS,06043500,2170,A
2019-07-01,USGS,06043500,2160,A
2019-07-02,USGS,06043500,2160,A
2019-07-03,USGS,06043500,2140,A
2019-07-04,USGS,06043500,2120,A
2019-07-05,USGS,06043500,1940,A
2019-07-06,USGS,06043500,1820,A
2019-07-07,USGS,06043500,1780,A
2019-07-08,USGS,06043500,1740,A
2019-07-09,USGS,06043500,1620,A
2019-07-10,USGS,06043500,1520,A
2019-07-11,USGS,06043500,1510,A
2019-07-12,USGS,06043500,1550,A
2019-07-13,USGS,06043500,1590,A
2019-07-14,USGS,06043500,1630,A
2019-07-15,USGS,06043500,1530,A
2019-07-16,USGS,06043500,1480,A
2019-07-17,USGS,06043500,1460,A
2019-07-18,USGS,06043500,1320,A
2019-07-19,USGS,06043500,1250,A
2019-07-20,USGS,06043500,1180,A
2019-07-21,USGS,06043500,1120,A
2019-07-22,USGS,06043500,1100,A
2019-07-23,USGS,06043500,1100,A
2019-07-24,USGS,06043500,1060,A
2019-07-25,USGS,06043500,1050,A
2019-07-26,USGS,06043500,977,A
2019-07-27,USGS,06043500,945,A
2019-07-28,USGS,06043500,951,A
2019-07-29,USGS,06043500,909,A
2019-07-30,USGS,06043500,884,A
2019-07-31,USGS,06043500,890,A
2019-08-01,USGS,06043500,936,A
2019-08-02,USGS,06043500,944,A
2019-08-03,USGS,06043500,866,A
2019-08-04,USGS,06043500,826,A
2019-08-05,USGS,06043500,822,A
2019-08-06,USGS,06043500,797,A
2019-08-07,USGS,06043500,773,A
2019-08-08,USGS,06043500,756,A
2019-08-09,USGS,06043500,778,A
2019-08-10,USGS,06043500,777,A
2019-08-11,USGS,06043500,732,A
2019-08-12,USGS,06043500,706,A
2019-08-13,USGS,06043500,686,A
2019-08-14,USGS,06043500,670,A
2019-08-15,USGS,06043500,656,A
2019-08-16,USGS,06043500,652,A
2019-08-17,USGS,06043500,642,A
2019-08-18,USGS,06043500,631,A
2019-08-19,USGS,06043500,613,A
2019-08-20,USGS,06043500,597,A
2019-08-21,USGS,06043500,590,A
2019-08-22,USGS,06043500,588,A
2019-08-23,USGS,06043500,618,A
2019-08-24,USGS,06043500,590,A
2019-08-25,USGS,06043500,570,A
2019-08-26,USGS,06043500,556,A
2019-08-27,USGS,06043500,549,A
2019-08-28,USGS,06043500,537,A
2019-08-29,USGS,06043500,527,A
2019-08-30,USGS,06043500,526,A
2019-08-31,USGS,06043500,519,A
2019-09-01,USGS,06043500,511,A
2019-09-02,USGS,06043500,499,A
2019-09-03,USGS,06043500,490,A
2019-09-04,USGS,06043500,485,A
2019-09-05,USGS,06043500,477,A
2019-09-06,USGS,06043500,499,A
2019-09-07,USGS,06043500,573,A
2019-09-08,USGS,06043500,524,A
2019-09-09,USGS,06043500,592,A
2019-09-10,USGS,06043500,607,A
2019-09-11,USGS,06043500,616,A
2019-09-12,USGS,06043500,583,A
2019-09-13,USGS,06043500,537,A
2019-09-14,USGS,06043500,515,A
2019-09-15,USGS,06043500,499,A
2019-09-16,USGS,06043500,490,A
2019-09-17,USGS,06043500,520,A
2019-09-18,USGS,06043500,507,A
2019-09-19,USGS,06043500,495,A
2019-09-20,USGS,06043500,537,A
2019-09-21,USGS,06043500,632,A
2019-09-22,USGS,06043500,604,A
2019-09-23,USGS,06043500,581,A
2019-09-24,USGS,06043500,560,A
2019-09-25,USGS,06043500,537,A
2019-09-26,USGS,06043500,524,A
2019-09-27,USGS,06043500,559,A
2019-09-28,USGS,06043500,549,A
2019-09-29,USGS,06043500,556,A
2019-09-30,USGS,06043500,540,A
2019-10-01,USGS,06043500,534,A
2019-10-02,USGS,06043500,529,A
2019-10-03,USGS,06043500,516,A
2019-10-04,USGS,06043500,537,A
2019-10-05,USGS,06043500,543,A
2019-10-06,USGS,06043500,522,A
2019-10-07,USGS,06043500,520,A
2019-10-08,USGS,06043500,521,A
2019-10-09,USGS,06043500,520,A
2019-10-10,USGS,06043500,448,A
2019-10-11,USGS,06043500,445,A
2019-10-12,USGS,06043500,495,A
2019-10-13,USGS,06043500,508,A
2019-10-14,USGS,06043500,506,A
2019-10-15,USGS,06043500,487,A
2019-10-16,USGS,06043500,490,A
2019-10-17,USGS,06043500,491,A
2019-10-18,USGS,06043500,506,A
2019-10-19,USGS,06043500,480,A
2019-10-20,USGS,06043500,498,A
2019-10-21,USGS,06043500,482,A
2019-10-22,USGS,06043500,481,A
2019-10-23,USGS,06043500,485,A
2019-10-24,USGS,06043500,444,A
2019-10-25,USGS,06043500,473,A
2019-10-26,USGS,06043500,495,A
2019-10-27,USGS,06043500,422,A
2019-10-28,USGS,06043500,362,A
2019-10-29,USGS,06043500,351,A
2019-10-30,USGS,06043500,335,A
2019-10-31,USGS,06043500,382,A
2019-11-01,USGS,06043500,409,A
2019-11-02,USGS,06043500,408,A
2019-11-03,USGS,06043500,462,A
2019-11-04,USGS,06043500,468,A
2019-11-05,USGS,06043500,463,A
2019-11-06,USGS,06043500,448,A
2019-11-07,USGS,06043500,411,A
2019-11-08,USGS,06043500,419,A
2019-11-09,USGS,06043500,441,A
2019-11-10,USGS,06043500,442,A
2019-11-11,USGS,06043500,400,A
2019-11-12,USGS,06043500,409,A
2019-11-13,USGS,06043500,443,A
2019-11-14,USGS,06043500,411,A
2019-11-15,USGS,06043500,413,A
2019-11-16,USGS,06043500,424,A
2019-11-17,USGS,06043500,412,A
2019-11-18,USGS,06043500,427,A
2019-11-19,USGS,06043500,425,A
2019-11-20,USGS,06043500,423,A
2019-11-21,USGS,06043500,378,A
2019-11-22,USGS,06043500,359,A
2019-11-23,USGS,06043500,380,A
2019-11-24,USGS,06043500,406,A
2019-11-25,USGS,06043500,384,A
2019-11-26,USGS,06043500,358,A
2019-11-27,USGS,06043500,339,A
2019-11-28,USGS,06043500,364,A
2019-11-29,USGS,06043500,338,A
2019-11-30,USGS,06043500,356,A
2019-12-01,USGS,06043500,329,A
2019-12-02,USGS,06043500,371,A
2019-12-03,USGS,06043500,356,A
2019-12-04,USGS,06043500,352,A
2019-12-05,USGS,06043500,355,A
2019-12-06,USGS,06043500,360,A
2019-12-07,USGS,06043500,378,A
2019-12-08,USGS,06043500,394,A
2019-12-09,USGS,06043500,358,A
2019-12-10,USGS,06043500,330,A
2019-12-11,USGS,06043500,338,A
2019-12-12,USGS,06043500,362,A
2019-12-13,USGS,06043500,359,A
2019-12-14,USGS,06043500,347,A
2019-12-15,USGS,06043500,322,A
2019-12-16,USGS,06043500,293,A
2019-12-17,USGS,06043500,294,A
2019-12-18,USGS,06043500,280,A
2019-12-19,USGS,06043500,286,A
2019-12-20,USGS,06043500,325,A
2019-12-21,USGS,06043500,329,A
2019-12-22,USGS,06043500,338,A
2019-12-23,USGS,06043500,339,A
2019-12-24,USGS,06043500,352,A
2019-12-25,USGS,06043500,346,A
2019-12-26,USGS,06043500,332,A
2019-12-27,USGS,06043500,277,A
2019-12-28,USGS,06043500,314,A
2019-12-29,USGS,06043500,304,A
2019-12-30,USGS,06043500,285,A
2019-12-31,USGS,06043500,295,A
2020-01-01,USGS,06043500,330,A
2020-01-02,USGS,06043500,339,A
2020-01-03,USGS,06043500,337,A
2020-01-04,USGS,06043500,333,A
2020-01-05,USGS,06043500,320,A
2020-01-06,USGS,06043500,313,A
2020-01-07,USGS,06043500,318,A
2020-01-08,USGS,06043500,320,A
2020-01-09,USGS,06043500,322,A
2020-01-10,USGS,06043500,299,A
2020-01-11,USGS,06043500,294,A
2020-01-12,USGS,06043500,301,A
2020-01-13,USGS,06043500,307,A
2020-01-14,USGS,06043500,304,A
2020-01-15,USGS,06043500,291,A
2020-01-16,USGS,06043500,289,A
2020-01-17,USGS,06043500,300,A
2020-01-18,USGS,06043500,302,A
2020-01-19,USGS,06043500,299,A
2020-01-20,USGS,06043500,298,A
2020-01-21,USGS,06043500,300,A
2020-01-22,USGS,06043500,313,A
2020-01-23,USGS,06043500,307,A
2020-01-24,USGS,06043500,308,A
2020-01-25,USGS,06043500,310,A
2020-01-26,USGS,06043500,307,A
2020-01-27,USGS,06043500,311,A
2020-01-28,USGS,06043500,302,A
2020-01-29,USGS,06043500,301,A
2020-01-30,USGS,06043500,309,A
2020-01-31,USGS,06043500,296,A
2020-02-01,USGS,06043500,297,A
2020-02-02,USGS,06043500,313,A
2020-02-03,USGS,06043500,301,A
2020-02-04,USGS,06043500,253,A
2020-02-05,USGS,06043500,277,A
2020-02-06,USGS,06043500,298,A
2020-02-07,USGS,06043500,294,A
2020-02-08,USGS,06043500,308,A
2020-02-09,USGS,06043500,307,A
2020-02-10,USGS,06043500,307,A
2020-02-11,USGS,06043500,290,A
2020-02-12,USGS,06043500,292,A
2020-02-13,USGS,06043500,298,A
2020-02-14,USGS,06043500,301,A
2020-02-15,USGS,06043500,298,A
2020-02-16,USGS,06043500,296,A
2020-02-17,USGS,06043500,301,A
2020-02-18,USGS,06043500,292,A
2020-02-19,USGS,06043500,276,A
2020-02-20,USGS,06043500,272,A
2020-02-21,USGS,06043500,283,A
2020-02-22,USGS,06043500,293,A
2020-02-23,USGS,06043500,296,A
2020-02-24,USGS,06043500,299,A
2020-02-25,USGS,06043500,296,A
2020-02-26,USGS,06043500,291,A
2020-02-27,USGS,06043500,291,A
2020-02-28,USGS,06043500,294,A
2020-02-29,USGS,06043500,296,A
2020-03-01,USGS,06043500,301,A
2020-03-02,USGS,06043500,291,A
2020-03-03,USGS,06043500,290,A
2020-03-04,USGS,06043500,303,A
2020-03-05,USGS,06043500,297,A
2020-03-06,USGS,06043500,309,A
2020-03-07,USGS,06043500,357,A
2020-03-08,USGS,06043500,354,A
2020-03-09,USGS,06043500,329,A
2020-03-10,USGS,06043500,320,A
2020-03-11,USGS,06043500,317,A
2020-03-12,USGS,06043500,326,A
2020-03-13,USGS,06043500,292,A
2020-03-14,USGS,06043500,306,A
2020-03-15,USGS,06043500,287,A
2020-03-16,USGS,06043500,295,A
2020-03-17,USGS,06043500,310,A
2020-03-18,USGS,06043500,316,A
2020-03-19,USGS,06043500,310,A
2020-03-20,USGS,06043500,301,A
2020-03-21,USGS,06043500,299,A
2020-03-22,USGS,06043500,315,A
2020-03-23,USGS,06043500,311,A
2020-03-24,USGS,06043500,319,A
2020-03-25,USGS,06043500,308,A
2020-03-26,USGS,06043500,307,A
2020-03-27,USGS,06043500,289,A
2020-03-28,USGS,06043500,304,A
2020-03-29,USGS,06043500,307,A
2020-03-30,USGS,06043500,304,A
2020-03-31,USGS,06043500,317,A
2020-04-01,USGS,06043500,309,A
2020-04-02,USGS,06043500,293,A
2020-04-03,USGS,06043500,279,A
2020-04-04,USGS,06043500,305,A
2020-04-05,USGS,06043500,304,A
2020-04-06,USGS,06043500,314,A
2020-04-07,USGS,06043500,341,A
2020-04-08,USGS,06043500,362,A
2020-04-09,USGS,06043500,378,A
2020-04-10,USGS,06043500,431,A
2020-04-11,USGS,06043500,494,A
2020-04-12,USGS,06043500,420,A
2020-04-13,USGS,06043500,354,A
2020-04-14,USGS,06043500,372,A
2020-04-15,USGS,06043500,393,A
2020-04-16,USGS,06043500,352,A
2020-04-17,USGS,06043500,341,A
2020-04-18,USGS,06043500,364,A
2020-04-19,USGS,06043500,376,A
2020-04-20,USGS,06043500,393,A
2020-04-21,USGS,06043500,467,A
2020-04-22,USGS,06043500,561,A
2020-04-23,USGS,06043500,618,A
2020-04-24,USGS,06043500,594,A
2020-04-25,USGS,06043500,587,A
2020-04-26,USGS,06043500,681,A
2020-04-27,USGS,06043500,823,A
2020-04-28,USGS,06043500,794,A
2020-04-29,USGS,06043500,913,A
2020-04-30,USGS,06043500,1340,A
2020-05-01,USGS,06043500,1870,A
2020-05-02,USGS,06043500,1710,A
2020-05-03,USGS,06043500,1680,A
2020-05-04,USGS,06043500,1530,A
2020-05-05,USGS,06043500,1410,A
2020-05-06,USGS,06043500,1450,A
2020-05-07,USGS,06043500,1500,A
2020-05-08,USGS,06043500,1340,A
2020-05-09,USGS,06043500,1280,A
2020-05-10,USGS,06043500,1400,A
2020-05-11,USGS,06043500,1450,A
2020-05-12,USGS,06043500,1520,A
2020-05-13,USGS,06043500,1610,A
2020-05-14,USGS,06043500,1590,A
2020-05-15,USGS,06043500,1620,A
2020-05-16,USGS,06043500,1550,A
2020-05-17,USGS,06043500,1640,A
2020-05-18,USGS,06043500,1950,A
2020-05-19,USGS,06043500,2920,A
2020-05-20,USGS,06043500,3260,A
2020-05-21,USGS,06043500,3000,A
2020-05-22,USGS,06043500,2520,A
